============================= test session starts =============================
platform win32 -- Python 3.14.3, pytest-9.0.2, pluggy-1.6.0 -- C:\Program Files\Python314\python.exe
cachedir: .pytest_cache
rootdir: C:\Users\yelron\OneDrive - Intel Corporation\Documents\VS Code Projects\InvestAI
configfile: pytest.ini
plugins: anyio-4.12.1, base-url-2.1.0, playwright-0.7.2
E     - waiting for locator("#alert-form button[type=\"submit\"]")
E       - locator resolved to <button type="submit" class="btn btn-primary">Create Alert</button>
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is not stable
E       - retrying click action
E       - waiting 20ms
E       - waiting for element to be visible, enabled and stable
E       - element is not stable
E     2 ╫ retrying click action
E         - waiting 100ms
E         - waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E     49 ╫ retrying click action
E          - waiting 500ms
E          - waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E     - retrying click action
E       - waiting 500ms
_______ TestILFundsFlow.test_il_funds_search_returns_results[chromium] ________
tests\test_e2e.py:986: in test_il_funds_search_returns_results
    authenticated_page.get_by_role("button", name="Search").first.click()
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for get_by_role("button", name="Search").first
E       - locator resolved to <button class="btn btn-primary" onclick="runILSearch()">Search</button>
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E         - waiting 100ms
E       55 ╫ waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E        - retrying click action
E          - waiting 500ms
__________ TestRegistration.test_register_new_user_via_ui[chromium] ___________
tests\test_e2e.py:1025: in test_register_new_user_via_ui
    page.wait_for_selector("nav.sidebar", timeout=30_000)
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:8217: in wait_for_selector
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_page.py:419: in wait_for_selector
    return await self._main_frame.wait_for_selector(**locals_to_params(locals()))
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:369: in wait_for_selector
    await self._channel.send(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Page.wait_for_selector: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for locator("nav.sidebar") to be visible
__________ TestRegistration.test_duplicate_email_rejected[chromium] ___________
tests\test_e2e.py:1041: in test_duplicate_email_rejected
    expect(page.locator("#reg-error")).to_contain_text("already registered")
E   AssertionError: Locator expected to contain text 'already registered'
E   Actual value: [object Object] 
E   Call log:
E     - Expect "to_contain_text" with timeout 5000ms
E     - waiting for locator("#reg-error")
E       9 ╫ locator resolved to <div class="error" id="reg-error">[object Object]</div>
E         - unexpected value "[object Object]"
_____ TestSearchBars.test_search_bars_present_on_all_data_pages[chromium] _____
tests\test_e2e.py:1242: in test_search_bars_present_on_all_data_pages
    expect(search_input).to_be_visible(timeout=3_000)
E   AssertionError: Locator expected to be visible
E   Actual value: hidden 
E   Call log:
E     - Expect "to_be_visible" with timeout 3000ms
E     - waiting for locator("#news-search")
E       7 ╫ locator resolved to <input type="text" id="news-search" oninput="filterNews(this.value)" placeholder="Search news by title, symbol, or source..."/>
E         - unexpected value "hidden"
_____ TestSearchBars.test_search_bar_has_icon_and_clear_button[chromium] ______
tests\test_e2e.py:1254: in test_search_bar_has_icon_and_clear_button
    expect(bar.locator(".search-icon")).to_be_visible(timeout=2_000)
E   AssertionError: Locator expected to be visible
E   Actual value: hidden 
E   Call log:
E     - Expect "to_be_visible" with timeout 2000ms
E     - waiting for locator("#news-search").locator("..").locator(".search-icon")
E       6 ╫ locator resolved to <svg width="18" height="18" fill="none" stroke-width="2" class="search-icon" viewBox="0 0 24 24" stroke="currentColor">à</svg>
E         - unexpected value "hidden"
__________ TestSearchBars.test_clear_button_resets_search[chromium] ___________
tests\test_e2e.py:1332: in test_clear_button_resets_search
    assert val == "", f"Search input not cleared, value='{val}'"
E   AssertionError: Search input not cleared, value='zzzznonexistent'
E   assert 'zzzznonexistent' == ''
E     
E     + zzzznonexistent
___________ TestForgotPasswordUI.test_full_ui_reset_flow[chromium] ____________
tests\test_e2e.py:1607: in test_full_ui_reset_flow
    .filter(PasswordReset.user_id == user.id, PasswordReset.used == 0)
                                     ^^^^^^^
E   AttributeError: 'NoneType' object has no attribute 'id'
___________ TestActionPlanUI.test_action_plan_modal_opens[chromium] ___________
tests\test_e2e.py:1782: in test_action_plan_modal_opens
    authenticated_page.locator(".vs-action-plan-btn").click()
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for locator(".vs-action-plan-btn")
E       - locator resolved to <button onclick="openActionPlanModal()" class="btn btn-primary vs-action-plan-btn">à</button>
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E         - waiting 100ms
E       54 ╫ waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E        - retrying click action
E          - waiting 500ms
_______ TestActionPlanUI.test_action_plan_modal_shows_content[chromium] _______
tests\test_e2e.py:1793: in test_action_plan_modal_shows_content
    authenticated_page.locator("button.merge-tab", has_text="Value Investing").first.click()
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for locator("button.merge-tab").filter(has_text="Value Investing").first
E       - locator resolved to <button class="merge-tab" onclick="navigateTo('value-scanner')">Value Investing</button>
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E         - waiting 100ms
E       55 ╫ waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E        - retrying click action
E          - waiting 500ms
_______ TestActionPlanUI.test_action_plan_invest_amount_input[chromium] _______
tests\test_e2e.py:1812: in test_action_plan_invest_amount_input
    authenticated_page.locator(".vs-action-plan-btn").click()
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for locator(".vs-action-plan-btn")
E       - locator resolved to <button onclick="openActionPlanModal()" class="btn btn-primary vs-action-plan-btn">à</button>
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E         - waiting 100ms
E       54 ╫ waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E        - retrying click action
E          - waiting 500ms
E       - waiting for element to be visible, enabled and stable
E       - element is visible, enabled and stable
E       - scrolling into view if needed
E       - done scrolling
__________ TestActionPlanUI.test_action_plan_modal_closes[chromium] ___________
tests\test_e2e.py:1827: in test_action_plan_modal_closes
    authenticated_page.locator(".vs-action-plan-btn").click()
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for locator(".vs-action-plan-btn")
E       - locator resolved to <button onclick="openActionPlanModal()" class="btn btn-primary vs-action-plan-btn">à</button>
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E         - waiting 100ms
E       55 ╫ waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E        - retrying click action
E          - waiting 500ms
_______ TestActionPlanUI.test_action_plan_shows_signal_groups[chromium] _______
tests\test_e2e.py:1842: in test_action_plan_shows_signal_groups
    authenticated_page.locator(".vs-action-plan-btn").click()
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for locator(".vs-action-plan-btn")
E       - locator resolved to <button onclick="openActionPlanModal()" class="btn btn-primary vs-action-plan-btn">à</button>
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E         - waiting 100ms
E       55 ╫ waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E        - retrying click action
E          - waiting 500ms
____ TestPerfOptimizations.test_budget_page_uses_status_endpoint[chromium] ____
tests\test_e2e.py:2805: in test_budget_page_uses_status_endpoint
    page.fill("#budget-limit", "200")
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:10177: in fill
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_page.py:893: in fill
    return await self._main_frame.fill(**locals_to_params(locals()))
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:607: in fill
    await self._fill(**locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:619: in _fill
    await self._channel.send("fill", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Page.fill: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for locator("#budget-limit")
E       - locator resolved to <input min="1" step="0.01" required="" type="number" id="budget-limit" placeholder="500.00"/>
E       - fill("200")
E     - attempting fill action
E       2 ╫ waiting for element to be visible, enabled and editable
E         - element is not visible
E       - retrying fill action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and editable
E         - element is not visible
E       - retrying fill action
E         - waiting 100ms
E       59 ╫ waiting for element to be visible, enabled and editable
E          - element is not visible
E        - retrying fill action
E          - waiting 500ms
_ TestPerfOptimizations.test_stock_detail_loads_via_combined_endpoint[chromium] _
tests\test_e2e.py:2827: in test_stock_detail_loads_via_combined_endpoint
    stock_link.click(force=True)
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.Error: Locator.click: Element is not visible
E   Call log:
E     - waiting for locator("tr[onclick*='navigateToStock'], .stock-row, [onclick*='navigateToStock']").first
E       - locator resolved to <div data-symbol="AAPL" data-stock-name="AAPL" data-stock-price="257.46" class="market-card stock-up" onclick="navigateToStock('AAPL')">à</div>
E     - attempting click action
E       - scrolling into view if needed
_ TestPerfOptimizations.test_sparklines_render_with_lightweight_canvas[chromium] _
tests\test_e2e.py:2840: in test_sparklines_render_with_lightweight_canvas
    _nav_click(page, "home")
tests\test_e2e.py:22: in _nav_click
    page.locator(f'.nav-link[data-page="{page_id}"]').click(force=True)
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for locator(".nav-link[data-page=\"home\"]")
__ TestPerfOptimizations.test_smart_advisor_tab_switch_no_refetch[chromium] ___
tests\test_e2e.py:2876: in test_smart_advisor_tab_switch_no_refetch
    page.click("#run-advisor-btn", timeout=5000)
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:9962: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_page.py:854: in click
    return await self._main_frame._click(**locals_to_params(locals()))
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Page.click: Timeout 5000ms exceeded.
E   Call log:
E     - waiting for locator("#run-advisor-btn")
_ TestPerfOptimizations.test_trading_advisor_skips_unchanged_rerender[chromium] _
tests\test_e2e.py:2909: in test_trading_advisor_skips_unchanged_rerender
    _nav_click(page, "advisor")
tests\test_e2e.py:22: in _nav_click
    page.locator(f'.nav-link[data-page="{page_id}"]').click(force=True)
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for locator(".nav-link[data-page=\"advisor\"]")
____________ TestScreenerAPI.test_value_stocks_api_returns_results ____________
tests\test_e2e.py:612: in test_value_stocks_api_returns_results
    s = self._session(live_url, "screener_api@e2e.local", "Pass1234", "Screener Tester")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:596: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
__________ TestScreenerAPI.test_dividend_yield_values_are_reasonable __________
tests\test_e2e.py:629: in test_dividend_yield_values_are_reasonable
    s = self._session(live_url, "screener_div@e2e.local", "Pass1234", "Div Tester")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:596: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
______________ TestScreenerAPI.test_pe_ratio_filter_is_respected ______________
tests\test_e2e.py:649: in test_pe_ratio_filter_is_respected
    s = self._session(live_url, "screener_pe@e2e.local", "Pass1234", "PE Tester")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:596: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
___________ TestScreenerAPI.test_high_dividend_api_returns_results ____________
tests\test_e2e.py:666: in test_high_dividend_api_returns_results
    s = self._session(live_url, "screener_hidiv@e2e.local", "Pass1234", "HiDiv Tester")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:596: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_____________ TestScreenerAPI.test_cache_warming_provides_metrics _____________
tests\test_e2e.py:679: in test_cache_warming_provides_metrics
    s = self._session(live_url, "screener_cache@e2e.local", "Pass1234", "Cache Tester")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:596: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
___________ TestScreenerAPI.test_signal_filter_buy_returns_only_buy ___________
tests\test_e2e.py:700: in test_signal_filter_buy_returns_only_buy
    s = self._session(live_url, "screener_sigbuy@e2e.local", "Pass1234", "Signal Tester")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:596: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
__________ TestScreenerAPI.test_signal_filter_hold_returns_only_hold __________
tests\test_e2e.py:715: in test_signal_filter_hold_returns_only_hold
    s = self._session(live_url, "screener_sighold@e2e.local", "Pass1234", "Signal Tester")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:596: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_________ TestScreenerAPI.test_signal_filter_avoid_returns_only_avoid _________
tests\test_e2e.py:730: in test_signal_filter_avoid_returns_only_avoid
    s = self._session(live_url, "screener_sigavoid@e2e.local", "Pass1234", "Signal Tester")
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tests\test_e2e.py:596: in _session
    assert resp.status_code == 200, f"Login failed: {resp.text}"
E   AssertionError: Login failed: {"detail":"Invalid email or password"}
E   assert 403 == 200
E    +  where 403 = <Response [403]>.status_code
_________ TestScreenerAPI.test_signal_filter_no_filter_returns_mixed __________
tests\test_e2e.py:745: in test_signal_filter_no_filter_returns_mixed
    s = self._session(live_url, "screener_sigmix@e2e.local", "Pass1234", "Signal Tester")
